"","SpeciesSSet","Freq","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Ctenotus_leonhardii","Ctenotus_leonhardii",15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0291279749689246,0.0291279749687585,0.029127974968522,0.0291279749683286,0.0291279749681941,0.0291279749680888,0.0291279749680624,0.0291279749681896,0.0291279749684681,0.0291279749687807,0.0291279749690423,0.0291279749692501,0.0291279749694291,0.0291279749695375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ctenotus_regius","Ctenotus_regius",15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0205648342699041,-0.0205648342700626,-0.0205648342703495,-0.0205648342706932,-0.0205648342710472,-0.0205648342713896,-0.0205648342716986,-0.0205648342719305,-0.0205648342720752,-0.0205648342721636,-0.0205648342722347,-0.0205648342723048,-0.0205648342723643,-0.0205648342723963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ctenotus_schomburgkii","Ctenotus_schomburgkii",15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010248617348084,0.0102486173478904,0.0102486173476399,0.0102486173474694,0.0102486173473411,0.0102486173471572,0.0102486173469316,0.0102486173467597,0.0102486173466478,0.010248617346504,0.0102486173463081,0.01024861734617,0.0102486173461704,0.0102486173462295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclura_cornuta","Cyclura_cornuta",2,1,NA,NA,NA,NA,NA,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclura_pinguis","Cyclura_pinguis",2,1,-0.032660588571562,-0.032660588571562,-0.032660588571562,-0.032660588571562,-0.0326605885715621,-0.032660588571562,-0.0326605885715619,-0.032660588571562,-0.0326605885715621,-0.032660588571562,-0.032660588571562,-0.032660588571562,-0.032660588571562,-0.0326605885715619,-0.032660588571562,-0.0326605885715621,-0.0326605885715618,-0.032660588571562,-0.032660588571562,-0.0326605885715621,-0.032660588571562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclura_rileyi","Cyclura_rileyi",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0241523397872774,-0.0241523397872776,-0.0843208857000359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyrtodactylus_rubidus","Cyrtodactylus_rubidus",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,NA,NA,NA
"Dendrelaphis_punctulatus","Dendrelaphis_punctulatus",14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.513345401140169,0.513345401140169,-0.00061844519409221,0.0119004876454387,-0.777595074898498,1,-0.0133533641375103,-0.0133533641375104,-0.0133533641375104,-0.0133533641375103,-0.0133533641375104,-0.0133533641375104,-0.0133533641375104,-0.0133533641375103,NA
"Dendroaspis_jamesoni","Dendroaspis_jamesoni",14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00121505042852132,0.00127213210932764,0.00135012426410652,0.001412055120807,0.00147541344513824,0.00160405789167317,0.00184365266048592,0.00217291907574557,0.00251822740213736,0.00280844102796163,0.0030122698430497,0.00313280776635527,0.00318518780391774,NA,NA,NA,NA,NA,NA,NA,NA
"Diadophis_punctatus","Diadophis_punctatus",4,1,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853785088048968,0.853785088048968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diplodactylus_conspicillatus","Diplodactylus_conspicillatus",15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00101680343107957,0.000829352208172152,0.000595844720399752,0.000421301736581503,0.000168207187296598,-0.000438771496300783,-0.00156938706753218,-0.00322350742692556,-0.00529905961570765,-0.00756066109605613,-0.00957356472933601,-0.0108829297552617,-0.0113850708504977,-0.0114303384617995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
