Species,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Thorius_pennatulus,1,-0.209288070349748,-0.209288070349748,-0.209288070349748,-0.209288070349748,-0.209288070349748,-0.209288070349748,-0.613982038896541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sceloporus_scalaris,1,NA,NA,NA,0.531478917042255,0.427562475278839,0.148168577326775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craugastor_bransfordii,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.280881210184254,-0.280881210184254,-0.280881210184254,-0.280881210184254,-0.280881210184253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craugastor_talamancae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0513624336170047,0.0513624336170048,0.0513624336170047,0.0513624336170048,0.0513624336170047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypopachus_pictiventris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oophaga_pumilio,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strabomantis_biporcatus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacerta_agilis,1,0.108828177482461,0.102517879410385,0.0735416231053094,-0.159213075745808,-0.00948078695761834,-0.0236050687152507,0.0708321078697201,-0.0843257869448957,-0.106083128105378,-0.109616353470446,-0.0844128519620054,-0.0465553482882921,-0.0463320443762614,-0.0625073939195569,-0.0852206207022512,-0.0993740911841464,-0.111687274752391,-0.132614495804382,-0.0603973067698811,-0.0421922598264987,-0.00261961133226933,0.0344811743643448,0.0627598345414137,0.0813800696486951,0.0881428953774431,0.0884040058585006,0.0822093113576932,0.0717573303458334,0.085273742416442,0.0637408329838166,0.00784998934986658,-0.0546761730092045,-0.099222575032876,-0.116026334111382,-0.121362348070461,-0.134754401685634,-0.153236707092858,-0.157911104938111,-0.143128863373813,-0.126582648341413,NA,NA
Pseudoeurycea_unguidentis,1,-0.0381526738245988,-0.0381526738245988,-0.0381526738245987,-0.0381526738245989,0,0.0508702317661317,0.0508702317661318,0.0508702317661318,-0.0299934630369564,-0.0299934630369563,-0.0299934630369564,-0.0299934630369564,-0.0299934630369564,-0.0299934630369563,-0.0299934630369564,-0.0299934630369564,-0.0299934630369563,-0.0299934630369564,-0.0299934630369563,-0.0299934630369563,-0.0299934630369564,-0.758065153126427,-0.758065153126427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea_smithi,1,0,0,0,0,-0.542049392684234,-0.194131034057428,-0.194131034057428,-0.194131034057428,-0.00990814978650906,-0.00990814978650917,-0.00990814978650906,-0.00990814978650906,-0.00990814978650911,-0.00990814978650911,-0.00990814978650906,-0.00990814978650909,-0.00990814978650909,-0.00990814978650917,-0.00990814978650903,-0.00990814978650909,-0.00990814978650909,-0.355562795051814,-0.355562795051814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geochelone_gigantea,1,0.000391350532922985,0.000391350532923518,0.000391350532923251,0.000391350532923518,0.000391350532923074,0.000391350532923518,0.000391350532923163,0.000391350532923251,0.00039135053292334,0.000391350532923429,0.000391350532923163,0.000391350532923518,0.000391350532923163,0.000391350532923429,0.000391350532923163,0.000391350532923518,0.00039135053292334,0.000391350532923251,0.000391350532923163,0.000391350532923518,0.000391350532923251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vipera_berus,1,-0.197066620247321,-0.0196244936903578,0.128415365310136,0.223782403875669,0.266304464566402,0.0307604368854824,0.0404229772955469,0.0367006554655041,0.00778876344483725,-0.024985027772245,-0.032875975808889,-0.0188181511329746,-0.0165915771089051,-0.0508176707797956,-0.108287712231458,-0.15135743432556,-0.149607313963371,-0.0937631528254316,-0.0190956533022156,0.0520733630532411,0.113831167107644,0.13053194367376,0.091617008537322,0.0283667947073132,-0.00925144122612187,0.00191583019141151,0.036910278793522,0.0496018826221529,0.0195132757805262,-0.0326368898406352,-0.0523268666791992,-0.0644922730917091,-0.0652705266356721,-0.0566982885149495,-0.0586282188887446,-0.0489984585182571,-0.0346899811954162,-0.0222350500101489,-0.0157331193619735,-0.0140762493983621,NA,NA
Clemmys_insculpta,1,0.00413307740865387,0.0101468190930818,0.0229422898074989,0.0343326863141842,0.02842936855879,-0.00226078626017934,-0.0434214091830221,-0.0682284480834077,-0.0640766904478576,-0.0474819602839298,-0.0486343142762313,-0.0818598406449595,-0.133800944567092,-0.178797985148463,-0.201265342546353,NA,NA,NA,NA,NA,NA,NA,NA,0.0175204239793953,0.0173977709055602,0.0166330347014068,0.0150176550219658,0.0132507568988025,0.0122549905852112,0.0119611656760243,0.0113027509990555,0.00969041312854424,0.00811805579512992,0.00822527370730342,0.010187877805294,0.0120624948273931,0.0117135480268442,0.00927040376578514,0.00707697627421222,NA,NA,NA
Plethodon_jordani,1,0.0482920824048341,0.0257316665186302,-0.0110451533021869,-0.0434443185953569,-0.0479821869009854,-0.0328835328005652,0.0360956521637239,0.0669014016065146,0.0464309406563495,0.00594895847484977,-0.017410905679752,-0.0133274630770752,0.00370372582560741,0.0159477687722578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea_goebeli,1,-0.0633733455023066,-0.0633733455023066,-0.0633733455023065,-0.0633733455023066,-0.0633733455023065,-0.0633733455023066,-0.0633733455023066,-0.0633733455023066,-0.0633733455023065,-0.0633733455023066,-0.0633733455023065,-0.0633733455023065,-0.0633733455023065,-0.0633733455023066,-0.0633733455023065,-0.0633733455023065,-0.0633733455023067,-0.0633733455023065,-0.0633733455023065,-0.0633733455023065,-0.0633733455023067,-0.0633733455023065,-0.0633733455023064,-0.0633733455023065,-0.0633733455023068,-0.0633733455023064,-0.0633733455023065,-0.0633733455023065,-0.0633733455023067,-0.0633733455023064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea_rex,1,-0.058967553152396,-0.058967553152396,-0.058967553152396,-0.0589675531523961,-0.058967553152396,-0.058967553152396,-0.058967553152396,-0.0589675531523962,-0.058967553152396,-0.058967553152396,-0.058967553152396,-0.058967553152396,-0.0589675531523959,-0.058967553152396,-0.0589675531523959,-0.0589675531523959,-0.0589675531523962,-0.058967553152396,-0.058967553152396,-0.0589675531523959,-0.0589675531523962,-0.0589675531523959,-0.058967553152396,-0.0589675531523959,-0.0589675531523962,-0.0589675531523959,-0.0589675531523959,-0.058967553152396,-0.0589675531523962,-0.058967553152396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoeurycea_brunnata,1,-0.0646555281865369,-0.0646555281865368,-0.0646555281865368,-0.0646555281865369,-0.0646555281865368,-0.0646555281865369,-0.0646555281865368,-0.0646555281865369,-0.0646555281865368,-0.0646555281865369,-0.0646555281865368,-0.0646555281865369,-0.0646555281865368,-0.0646555281865369,-0.0646555281865369,-0.0646555281865368,-0.0646555281865371,-0.0646555281865367,-0.0646555281865368,-0.0646555281865368,-0.064655528186537,-0.0646555281865368,-0.0646555281865368,-0.0646555281865368,-0.064655528186537,-0.0646555281865368,-0.0646555281865368,-0.0646555281865368,-0.064655528186537,-0.0646555281865368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendrotriton_bromeliacius,1,-0.0445736336710333,-0.0445736336710333,-0.0445736336710333,-0.0445736336710333,-0.0445736336710333,-0.0445736336710333,-0.0445736336710333,-0.0445736336710334,-0.0445736336710333,-0.0445736336710334,-0.0445736336710333,-0.0445736336710334,-0.0445736336710332,-0.0445736336710334,-0.0445736336710333,-0.0445736336710333,-0.0445736336710334,-0.0445736336710333,-0.0445736336710333,-0.0445736336710333,-0.0445736336710335,-0.0445736336710333,-0.0445736336710332,-0.0445736336710333,-0.0445736336710335,-0.0445736336710332,-0.0445736336710333,-0.0445736336710333,-0.0445736336710333,-0.0445736336710334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bolitoglossa_lincolni,1,-0.00690177604117231,-0.00690177604117226,-0.0069017760411724,-0.00690177604117226,-0.00690177604117234,-0.00690177604117231,-0.00690177604117231,-0.00690177604117231,-0.00690177604117229,-0.00690177604117234,-0.00690177604117226,-0.00690177604117234,-0.0069017760411724,-0.00690177604117226,-0.00690177604117231,-0.00690177604117229,-0.00690177604117231,-0.00690177604117233,-0.00690177604117231,-0.00690177604117229,-0.00690177604117233,-0.00690177604117227,-0.00690177604117237,-0.00690177604117227,-0.00690177604117236,-0.00690177604117231,-0.0069017760411723,-0.00690177604117235,-0.00690177604117228,-0.00690177604117232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bolitoglossa_morio,1,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270946,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270945,0.0203458724270946,0.0203458724270945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bolitoglossa_rostrata,1,-0.0646555281865371,-0.0646555281865366,-0.0646555281865369,-0.0646555281865371,-0.0646555281865366,-0.0646555281865369,-0.0646555281865369,-0.0646555281865371,-0.0646555281865366,-0.0646555281865371,-0.0646555281865366,-0.064655528186537,-0.0646555281865367,-0.064655528186537,-0.0646555281865367,-0.0646555281865369,-0.0646555281865371,-0.0646555281865367,-0.0646555281865368,-0.0646555281865368,-0.064655528186537,-0.0646555281865368,-0.0646555281865368,-0.0646555281865368,-0.064655528186537,-0.0646555281865368,-0.0646555281865368,-0.0646555281865368,-0.064655528186537,-0.0646555281865368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lampropeltis_getula,1,-0.0068455066942289,-0.0155513492554746,-0.144991535145289,-0.0184215441174685,-0.0213866423860316,-0.021929138163141,-0.0207638528103569,-0.0180846941004557,-0.0140488692180052,-0.00927804537910581,-0.00388010657866766,0.00203883488887763,0.00723417996973963,0.00958455735048691,0.0086086197578531,0.00403983708594746,-0.00505227507639366,-0.0179768070125843,-0.0325456520264347,0.0373441764746243,0.0248635750002536,-0.139637882959622,-0.157614644007944,-0.172099184106042,0.0796655887841347,-0.59529580072581,0.291775885842282,-0.0643537054163257,-0.0205050343130745,-0.154901959985743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiolopisma_telfairii,1,0.0271900598490344,0.0271900598490347,0.0614622821007237,0.061462282100724,0.0614622821007238,0.061462282100724,0.0181424297353818,0.018142429735382,0.018142429735382,0.018142429735382,0.018142429735382,0.0181424297353818,0.018142429735382,0.0540258001222831,0.0540258001222829,0.0540258001222829,0.0540258001222831,0.0540258001222831,0.0540258001222829,0.0540258001222829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gongylomorphus_bojerii,1,0.0661419193834689,0.0661419193834691,0.0211263618728215,0.0211263618728216,0.0211263618728215,0.0211263618728217,0.0416038816699227,0.0416038816699225,0.0416038816699227,0.0416038816699227,0.0416038816699225,0.0416038816699227,0.0416038816699227,0.0547190384937914,0.0547190384937912,0.0547190384937914,0.0547190384937912,0.0547190384937914,0.0547190384937914,0.0547190384937912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phelsuma_guentheri,1,-0.0302778671937872,-0.0302778671937873,-0.0665787095822573,-0.0665787095822573,-0.0665787095822574,-0.0665787095822574,0.0504770136159006,0.0504770136159007,0.0504770136159007,0.0504770136159006,0.0504770136159007,0.0504770136159007,0.0504770136159006,0.0316926785166224,0.0316926785166223,0.0316926785166224,0.0316926785166224,0.0316926785166223,0.0316926785166223,0.0316926785166225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phelsuma_ornata,1,-0.0282057949842918,-0.0282057949842918,-0.029935972794768,-0.0299359727947683,-0.0299359727947682,-0.029935972794768,0.022890472789751,0.0228904727897512,0.0228904727897512,0.0228904727897512,0.022890472789751,0.0228904727897512,0.0228904727897512,-0.0257556217542081,-0.0257556217542081,-0.0257556217542079,-0.0257556217542081,-0.0257556217542081,-0.0257556217542081,-0.0257556217542079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casarea_dussumieri,1,-0.0295124898228225,-0.0295124898228224,0.130408586269623,0.130408586269623,0.130408586269622,0.130408586269623,0.0197528083560054,0.0197528083560054,0.0197528083560054,0.0197528083560055,0.0197528083560054,0.0197528083560054,0.0197528083560054,-0.00309013999587213,-0.00309013999587206,-0.00309013999587211,-0.00309013999587215,-0.00309013999587202,-0.00309013999587211,-0.00309013999587214,-0.0177845383807291,-0.0177845383807291,-0.0177845383807289,-0.0177845383807291,-0.0177845383807291,-0.0177845383807291,-0.0177845383807291,-0.0177845383807289,-0.0177845383807291,-0.0177845383807291,-0.0177845383807289,-0.0177845383807291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclura_cornuta,1,-0.0119224005717906,-0.0119224005717911,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,-0.0119224005717906,-0.0119224005717911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zootoca_vivipara,1,-0.0601214394109374,-0.0605385598085575,-0.0607787821672348,-0.0601232959165776,-0.058377708316474,-0.0558711299939171,-0.0528803184160155,-0.0492394045708494,-0.044609467539631,-0.0390618277524155,-0.033389783013734,-0.0287051637303206,-0.0257623495529635,-0.0245480253042848,NA,NA,NA,NA,-0.0450198759971792,-0.0439415472905782,-0.0418953297878817,-0.0391873084158045,-0.0359076026364202,-0.0318532434641183,-0.0268301909240394,-0.0209755658397075,-0.206434003029274,-0.00485761937003071,0.0849466878939962,-0.0902143276246904,0.0864987914904496,-0.00135823992292883,0.000897157579361707,0.00253853431966689,0.00239665833159952,0.000372703372311101,-0.00256276880062178,-0.00522607283551602,-0.00694119005775073,-0.00766123596512558,NA,NA
Anolis_stratulus,1,NA,-0.0572663249652183,-0.0572663249652183,-0.0572663249652184,-0.0572663249652183,0.0681516447778584,0.0681516447778585,0.0681516447778585,0.0681516447778586,0.0681516447778585,0.0681516447778584,0.0681516447778586,0.0681516447778584,-0.210953322282532,-0.0572663249652184,-0.0572663249652183,-0.0572663249652184,-0.0572663249652184,-0.0572663249652183,-0.0572663249652184,-0.0572663249652184,-0.0572663249652183,-0.0572663249652184,-0.0572663249652184,-0.0572663249652183,-0.0572663249652184,-0.0572663249652184,-0.0572663249652183,-0.0572663249652183,-0.0572663249652184,-0.0572663249652181,-0.0572663249652184,-0.0572663249652183,-0.0572663249652183,-0.0572663249652186,-0.0572663249652183,NA,NA,NA,NA,NA,NA
Anolis_evermanni,1,NA,-0.0100623576603245,-0.0100623576603247,-0.0100623576603247,-0.0100623576603245,0.0289730739417299,0.0289730739417299,0.0289730739417299,0.0289730739417299,0.02897307394173,0.0289730739417299,0.0289730739417299,0.02897307394173,-0.161186681866997,-0.0100623576603247,-0.0100623576603247,-0.0100623576603245,-0.0100623576603247,-0.0100623576603247,-0.0100623576603247,-0.0100623576603245,-0.0100623576603247,-0.0100623576603245,-0.0100623576603247,-0.0100623576603247,-0.0100623576603245,-0.0100623576603248,-0.0100623576603246,-0.0100623576603247,-0.0100623576603247,-0.0100623576603245,-0.0100623576603247,-0.0100623576603247,-0.0100623576603246,-0.0100623576603246,-0.0100623576603247,NA,NA,NA,NA,NA,NA
Anolis_gundlachi,1,NA,-0.00281389717837155,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.0484415006147265,-0.0484415006147265,-0.0484415006147265,-0.0484415006147265,-0.0484415006147265,-0.0484415006147265,-0.0484415006147265,-0.0484415006147266,0.145792759793298,-0.00281389717837177,-0.00281389717837177,-0.00281389717837155,-0.00281389717837199,-0.00281389717837155,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.00281389717837155,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,-0.00281389717837177,NA,NA,NA,NA,NA,NA
Plestiodon_latiscutatus,1,NA,NA,0.0705810742857076,-0.112704280191288,-0.176091259055681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naultinus_manukanus,1,NA,NA,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,0.0134777020621852,0.0134777020621848,0.0134777020621852,0.013477702062185,0.013477702062185,0.0134777020621848,0.0134777020621852,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,0.013477702062185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tantilla_planiceps,1,NA,NA,-0.297809008227897,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,-0.114398423949597,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhinocheilus_lecontei,1,NA,NA,-0.176091259055681,0.01100570369098,0.0110057036909801,0.0110057036909801,0.0110057036909801,0.01100570369098,0.0110057036909801,0.0110057036909801,0.01100570369098,0.0110057036909801,0.01100570369098,0.0110057036909801,0.0110057036909801,0.0110057036909801,0.01100570369098,0.0110057036909801,0.0110057036909801,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pituophis_catenifer,1,NA,NA,0.0114294617807817,0.00943348579800896,0.00943348579800873,0.00943348579800896,0.00943348579800873,0.00943348579800896,0.00943348579800896,0.00943348579800873,0.00943348579800896,0.00943348579800873,0.00943348579800896,0.00943348579800873,0.00943348579800896,0.00943348579800873,0.00943348579800896,0.00943348579800896,0.00943348579800896,-0.280152621610481,-0.280152621610481,NA,NA,NA,1,-1,1,-0.253053491338552,0.298532806276522,-0.978025963585741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Masticophis_lateralis,1,NA,NA,-0.471406771195233,0.0185469498552942,0.018546949855294,0.0185469498552942,0.0185469498552941,0.0185469498552942,0.0185469498552941,0.0185469498552941,0.0185469498552942,0.0185469498552941,0.0185469498552941,0.0185469498552941,0.0185469498552941,0.0185469498552942,0.0185469498552941,0.0185469498552941,0.0185469498552941,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Masticophis_flagellum,1,NA,NA,0,0.0186352096882736,0.0186352096882737,0.0186352096882736,0.0186352096882736,0.0186352096882736,0.0186352096882737,0.0186352096882737,0.0186352096882736,0.0186352096882736,0.0186352096882737,0.0186352096882736,0.0186352096882736,0.0186352096882736,0.0186352096882737,0.0186352096882736,0.0186352096882737,-1,-1,NA,NA,NA,1,0,0,0.2983408571532,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiglena_torquata,1,NA,NA,1,-0.0185031447248795,-0.0185031447248795,-0.0185031447248794,-0.0185031447248795,-0.0185031447248794,-0.0185031447248795,-0.0185031447248794,-0.0185031447248794,-0.0185031447248795,-0.0185031447248795,-0.0185031447248794,-0.0185031447248795,-0.0185031447248794,-0.0185031447248794,-0.0185031447248795,-0.0185031447248794,0.297284447310081,0.297284447310081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
